,date,year,month,day,aot 550nm ocean mean,aot 550nm ocean std,aot 550 nm count,angstromm exponent ocean mean,angstrom exponent ocean std,fine mode fraction 550 nm ocean mean,fine mode fraction 550 nm ocean std,spectral aot ocean mean
13,2012-03-17,2012,03,17,0.22174747,0.039995715,5.714285714285714,0.55924004,0.18674384,0.39259326,0.08835884,0.18148376
14,2012-03-18,2012,03,18,0.118333094,0.02966582,26.023809523809526,0.46621114,0.13726142,0.33844185,0.064214036,0.10169375
15,2012-03-19,2012,03,19,0.13295831,0.0248411,80.5,0.24989341,0.13047941,0.24008884,0.06874275,0.12065645
16,2012-03-20,2012,03,20,0.081009924,0.010937647,37.73809523809524,0.7380474,0.16741934,0.4820225,0.07848527,0.06294412
17,2012-03-21,2012,03,21,0.07183089,0.00879933,8.642857142857142,0.93753076,0.21169105,0.5537903,0.09118738,0.05266813
18,2012-03-22,2012,03,22,0.05841369,0.011403746,65.97619047619048,0.8277045,0.29076412,0.5017638,0.12935144,0.04546268
19,2012-03-23,2012,03,23,0.2730033,0.05151906,20.523809523809526,0.37786788,0.12762317,0.29620495,0.06859255,0.23411982
20,2012-03-24,2012,03,24,,,0.0,,,,,
21,2012-03-26,2012,03,26,0.16136302,0.02062537,48.833333333333336,0.5601817,0.12871811,0.4008824,0.062411014,0.13088655
22,2012-03-27,2012,03,27,0.13802758,0.029847756,70.64285714285714,0.5280015,0.199955,0.37348837,0.11024599,0.11568315
23,2012-03-28,2012,03,28,0.119127765,0.029323397,113.19047619047619,0.67883384,0.24626093,0.4426254,0.11931389,0.09846014
24,2012-03-29,2012,03,29,0.15773527,0.041530047,63.26190476190476,0.58568317,0.25608027,0.4022598,0.11857892,0.13334548
25,2012-03-30,2012,03,30,0.16453877,0.025751583,114.61904761904762,0.49749884,0.12720652,0.37380326,0.06514811,0.13710658
26,2012-03-31,2012,03,31,,,0.0,,,,,
27,2012-04-01,2012,04,01,0.18022265,0.02042425,58.92857142857143,0.16223809,0.08847816,0.17789404,0.05196265,0.16471756
28,2012-04-02,2012,04,02,0.13963912,0.016119402,51.523809523809526,0.042695504,0.060545128,0.11881288,0.045541473,0.13402863
29,2012-04-03,2012,04,03,0.117931806,0.024487562,3.357142857142857,0.6424168,0.16153647,0.4191967,0.073906854,0.101118095
30,2012-04-04,2012,04,04,0.21848358,0.02710092,8.285714285714286,0.4659273,0.10769589,0.35029703,0.05410013,0.1830152
31,2012-04-05,2012,04,05,0.23664866,0.02209952,5.0,0.5813842,0.11281835,0.40285775,0.04779277,0.18876527
32,2012-04-06,2012,04,06,0.3423521,0.040915012,12.023809523809524,0.5457344,0.07262579,0.3844973,0.028534658,0.27471647
33,2012-04-07,2012,04,07,0.21538542,0.023040477,41.73809523809524,0.57988834,0.12881333,0.3991698,0.06449546,0.17623357
34,2012-04-08,2012,04,08,0.15034683,0.014678969,15.142857142857142,1.1117221,0.16092558,0.63975185,0.06497993,0.10409414
35,2012-04-09,2012,04,09,0.16216293,0.04241567,17.69047619047619,1.1317993,0.28010845,0.6359536,0.11398103,0.115782164
36,2012-04-10,2012,04,10,0.14443639,0.03920578,118.9047619047619,0.66597193,0.2442041,0.4433222,0.11270834,0.11672638
37,2012-04-11,2012,04,11,0.13091117,0.022115175,236.11904761904762,0.45538297,0.11697296,0.35206038,0.060469933,0.110304244
38,2012-04-12,2012,04,12,0.18851858,0.025914015,61.595238095238095,0.30484903,0.15242234,0.2494212,0.08249665,0.16644344
39,2012-04-13,2012,04,13,0.15531151,0.030457104,27.11904761904762,0.5866711,0.22290361,0.40708765,0.11133369,0.1254601
40,2012-04-14,2012,04,14,0.13272052,0.025529975,2.9285714285714284,0.7526156,0.2515157,0.48363167,0.1066387,0.10403816
41,2012-04-15,2012,04,15,0.116278,0.022255039,41.38095238095238,0.6232548,0.2006663,0.4247791,0.09523138,0.09544758
42,2012-04-16,2012,04,16,0.10949389,0.015754085,33.95238095238095,0.50502086,0.20482162,0.36793968,0.10177881,0.09130105
43,2012-04-17,2012,04,17,0.09267106,0.015847765,105.57142857142857,0.3975471,0.20654331,0.31813642,0.11190238,0.079494275
44,2012-04-18,2012,04,18,0.07559156,0.01296443,44.476190476190474,0.47910625,0.25731212,0.34480768,0.130403,0.06331797
45,2012-04-19,2012,04,19,,,0.0,,,,,
46,2012-04-20,2012,04,20,,,0.0,,,,,
47,2012-04-21,2012,04,21,0.1300188,0.019921731,26.857142857142858,0.7029459,0.13580143,0.45572472,0.06696009,0.1040537
48,2012-04-22,2012,04,22,0.07856168,0.01853748,11.404761904761905,1.3285453,0.30010548,0.71268207,0.120346494,0.05133954
49,2012-04-23,2012,04,23,0.08861073,0.021108402,29.0,1.1818485,0.29422382,0.6572451,0.122851275,0.061646096
50,2012-04-24,2012,04,24,0.18052472,0.043733384,0.4523809523809524,0.81777513,0.36194906,0.50392044,0.15319735,0.14033496
51,2012-04-25,2012,04,25,0.119986326,0.028044835,56.333333333333336,0.38172534,0.2147296,0.30194893,0.1012424,0.10782867
52,2012-04-26,2012,04,26,0.08308273,0.018510321,233.6904761904762,0.67117256,0.24480993,0.4485684,0.11397743,0.06676889
53,2012-04-27,2012,04,27,0.1355823,0.018186618,66.04761904761905,0.5788741,0.15130666,0.41253725,0.07450582,0.10961198
54,2012-04-28,2012,04,28,0.1469655,0.014864003,86.16666666666667,0.20725913,0.09259237,0.21712555,0.054411273,0.13313599
55,2012-04-29,2012,04,29,0.101644814,0.011816672,0.23809523809523808,1.1831385,0.23241742,0.6695552,0.08273936,0.06787638
56,2012-04-30,2012,04,30,0.34395465,0.014476838,0.14285714285714285,0.66750807,0.1462372,0.43190774,0.05218212,0.2660826
57,2012-05-01,2012,05,01,0.22332522,0.01733271,2.3333333333333335,0.82599384,0.10534365,0.526776,0.042562705,0.16642468
58,2012-05-02,2012,05,02,0.15483065,0.019918242,2.3095238095238093,0.80890274,0.18870075,0.5179594,0.083823085,0.11698226
59,2012-05-03,2012,05,03,0.083400324,0.012792736,9.619047619047619,1.1164281,0.34080225,0.6250346,0.1436544,0.058329344
60,2012-05-04,2012,05,04,0.12562709,0.031061927,2.5476190476190474,0.69395864,0.37825078,0.42455453,0.1774759,0.10694091
61,2012-05-05,2012,05,05,,,0.0,,,,,
62,2012-05-06,2012,05,06,0.22061223,0.017270086,56.23809523809524,0.3875817,0.09102596,0.3155584,0.047888324,0.18851799
63,2012-05-07,2012,05,07,0.20744315,0.018887218,28.785714285714285,0.27033874,0.08446274,0.24891856,0.048426203,0.18366686
64,2012-05-08,2012,05,08,0.1907823,0.00636501,0.6666666666666666,0.55998087,0.066599354,0.40616292,0.032245196,0.15487705
65,2012-05-09,2012,05,09,0.13835074,0.013540513,6.619047619047619,0.21201167,0.15165994,0.21892963,0.091713004,0.12583454
66,2012-05-10,2012,05,10,0.16043288,0.008485306,0.7142857142857143,0.28739178,0.13032347,0.26615533,0.07273004,0.14180905
67,2012-05-11,2012,05,11,0.2271203,0.032493725,5.404761904761905,0.39704373,0.09429421,0.31756678,0.051842634,0.19282956
68,2012-05-12,2012,05,12,0.17599054,0.024975931,92.14285714285714,0.45223445,0.13999036,0.3453258,0.07370896,0.14909482
69,2012-05-13,2012,05,13,0.11316312,0.017884001,193.5,0.48332208,0.2115537,0.3587883,0.10866078,0.09612147
70,2012-05-14,2012,05,14,0.07711519,0.014313782,157.6904761904762,0.50836736,0.19344725,0.36260787,0.096135534,0.064112425
71,2012-05-15,2012,05,15,0.08608804,0.00572483,1.5476190476190477,0.35415483,0.18780158,0.30011833,0.0988415,0.074252315
72,2012-05-16,2012,05,16,,,0.0,,,,,
73,2012-05-17,2012,05,17,0.1699895,0.029856257,3.880952380952381,0.27900767,0.21153566,0.23006192,0.110605404,0.15624477
74,2012-05-18,2012,05,18,0.107675225,0.012378579,424.3095238095238,0.53154135,0.097146876,0.38909745,0.047873553,0.08777881
75,2012-05-19,2012,05,19,0.1298021,0.012566683,245.1904761904762,0.6293995,0.09932605,0.43199947,0.04906978,0.10424275
76,2012-05-20,2012,05,20,0.11564549,0.015184931,16.071428571428573,0.23437856,0.15946384,0.22135723,0.08250029,0.10544142
77,2012-05-21,2012,05,21,,,0.0,,,,,
78,2012-05-22,2012,05,22,0.14124218,0.01693282,0.7380952380952381,0.69955134,0.17039001,0.4711341,0.076994054,0.11073603
79,2012-05-23,2012,05,23,0.13837169,0.024107339,238.3095238095238,0.20985797,0.13435352,0.21635367,0.07567926,0.12783757
80,2012-05-24,2012,05,24,0.14179994,0.01595583,5.880952380952381,0.5833799,0.12991762,0.4040224,0.06484911,0.11747264
81,2012-05-25,2012,05,25,0.1535103,0.013869395,3.238095238095238,0.8811662,0.15081355,0.5481252,0.065765634,0.112619676
82,2012-05-26,2012,05,26,0.10890764,0.009334702,2.3333333333333335,1.2885866,0.2178866,0.705344,0.079643995,0.07101457
83,2012-05-27,2012,05,27,0.16509919,0.017601984,4.976190476190476,0.61881685,0.12698333,0.43414208,0.059302352,0.13196467
84,2012-05-28,2012,05,28,0.14889778,0.019324396,11.952380952380953,0.7785582,0.19316524,0.4987331,0.08620988,0.11272132
85,2012-05-29,2012,05,29,0.10770953,0.014192182,37.904761904761905,0.6980364,0.17891563,0.46392095,0.08583312,0.08479747
86,2012-05-30,2012,05,30,0.12206612,0.012248236,1.0952380952380953,0.7189171,0.1434281,0.46923137,0.06862911,0.09452214
87,2012-05-31,2012,05,31,,,0.0,,,,,
88,2012-06-01,2012,06,01,,,0.0,,,,,
89,2012-06-02,2012,06,02,,,0.023809523809523808,,,,,
90,2012-06-03,2012,06,03,0.09914621,0.015319264,1.2142857142857142,0.9396242,0.22037518,0.54708403,0.09863207,0.07815834
91,2012-06-04,2012,06,04,0.066434935,0.019138942,48.285714285714285,0.7560936,0.35207883,0.4636855,0.16457616,0.05512646
92,2012-06-05,2012,06,05,0.09968495,0.0169382,6.333333333333333,0.237443,0.14287749,0.21669075,0.079024896,0.09204189
93,2012-06-06,2012,06,06,,,0.0,,,,,
94,2012-06-07,2012,06,07,0.081865616,0.020064631,4.642857142857143,1.1298753,0.2345805,0.6331472,0.097102955,0.05906179
95,2012-06-08,2012,06,08,0.1267464,0.015371412,3.2142857142857144,0.68293947,0.1889575,0.44414324,0.08644177,0.1021331
96,2012-06-09,2012,06,09,0.16495045,0.008497499,6.619047619047619,0.12978463,0.06780966,0.17631619,0.040149298,0.15382335
97,2012-06-10,2012,06,10,0.123194076,0.011896101,0.9523809523809523,0.05852121,0.07006889,0.13406672,0.040157247,0.11705385
98,2012-06-11,2012,06,11,0.13452369,0.022260908,1.2380952380952381,0.020543156,0.042554647,0.11255376,0.025621861,0.12984876
99,2012-06-12,2012,06,12,,,0.0,,,,,
100,2012-06-13,2012,06,13,,,0.07142857142857142,,,,,
101,2012-06-14,2012,06,14,0.14846683,0.022761183,13.714285714285714,-0.030185044,0.038094908,0.06371548,0.038305145,0.14563867
102,2012-06-15,2012,06,15,0.13827297,0.024393963,19.38095238095238,0.28417885,0.16282754,0.22424512,0.089716546,0.12815726
103,2012-06-16,2012,06,16,0.08980856,0.010220991,1.880952380952381,0.7290956,0.36155376,0.47238868,0.15669763,0.06854103
104,2012-06-17,2012,06,17,,,0.0,,,,,
105,2012-06-18,2012,06,18,0.15307252,0.04265566,10.214285714285714,0.8839971,0.34880418,0.5288274,0.15055217,0.118856736
106,2012-06-19,2012,06,19,0.13620111,0.02007409,170.92857142857142,1.2915367,0.23124357,0.70076144,0.096126184,0.090464525
107,2012-06-20,2012,06,20,0.11270853,0.009280094,7.904761904761905,0.81828797,0.13621995,0.5243692,0.061450426,0.08414781
108,2012-06-21,2012,06,21,,,0.0,,,,,
109,2012-06-22,2012,06,22,,,0.0,,,,,
110,2012-06-23,2012,06,23,0.08285911,0.029807469,24.857142857142858,0.67517483,0.33270985,0.44082868,0.1508593,0.068131186
111,2012-06-24,2012,06,24,0.062176704,0.016285222,105.35714285714286,0.887479,0.31992415,0.5363635,0.14330848,0.047561828
112,2012-06-25,2012,06,25,0.053292368,0.013313954,129.52380952380952,0.7090652,0.32328293,0.4480178,0.15020813,0.043591343
113,2012-06-26,2012,06,26,0.051242944,0.009088704,46.04761904761905,0.61280566,0.25919348,0.40305683,0.12582643,0.042098586
114,2012-06-27,2012,06,27,,,0.0,,,,,
115,2012-06-28,2012,06,28,0.09731117,0.013301455,10.166666666666666,0.5406207,0.1885124,0.385796,0.0860389,0.081389256
116,2012-06-29,2012,06,29,0.116093025,0.025286421,53.73809523809524,0.5298645,0.21950209,0.367063,0.10689474,0.10030704
117,2012-06-30,2012,06,30,0.103943154,0.0053133923,1.3571428571428572,0.9502144,0.10677317,0.58110845,0.044020884,0.074453816
118,2012-07-01,2012,07,01,0.07198655,0.011338946,1.3571428571428572,0.6683428,0.4989334,0.4302286,0.22526775,0.058646742
119,2012-07-02,2012,07,02,0.07271871,0.015792772,0.4523809523809524,1.3606558,0.1910487,0.72671294,0.074976824,0.04768829
120,2012-07-03,2012,07,03,,,0.023809523809523808,,,,,
121,2012-07-04,2012,07,04,0.09639045,0.02387077,22.904761904761905,1.0364599,0.29118124,0.607376,0.11904396,0.069193795
122,2012-07-05,2012,07,05,0.09491354,0.018266216,10.833333333333334,1.1425968,0.32972243,0.64589065,0.13323194,0.066429466
123,2012-07-06,2012,07,06,0.073337406,0.009645395,11.857142857142858,1.0266517,0.29031494,0.59886336,0.12310924,0.051682718
124,2012-07-07,2012,07,07,,,0.09523809523809523,,,,,
125,2012-07-08,2012,07,08,,,0.0,,,,,
126,2012-07-09,2012,07,09,0.19119126,0.0058809733,0.21428571428571427,0.7553687,0.06346382,0.4994966,0.0278766,0.1454499
127,2012-07-10,2012,07,10,,,0.0,,,,,
128,2012-07-11,2012,07,11,,,0.0,,,,,
129,2012-07-12,2012,07,12,0.16408673,0.018072318,2.119047619047619,1.2879827,0.3168871,0.7046933,0.12622204,0.10698547
130,2012-07-13,2012,07,13,,,0.0,,,,,
131,2012-07-14,2012,07,14,,,0.0,,,,,
132,2012-07-15,2012,07,15,,,0.09523809523809523,,,,,
133,2012-07-16,2012,07,16,0.16888513,0.026412986,4.0476190476190474,1.4337889,0.21594137,0.7579472,0.08328744,0.1052933
134,2012-07-17,2012,07,17,0.08166182,0.017275276,5.5,1.2849529,0.27803114,0.6965726,0.11280069,0.054098487
135,2012-07-18,2012,07,18,0.08552992,0.008593398,2.761904761904762,0.16010292,0.15678209,0.19064867,0.082554065,0.07896906
136,2012-07-19,2012,07,19,,,0.047619047619047616,,,,,
137,2012-07-20,2012,07,20,0.08690685,0.02325478,12.142857142857142,1.1687456,0.31309837,0.6531658,0.12976633,0.0611623
138,2012-07-21,2012,07,21,0.08689002,0.01108717,2.4285714285714284,1.3312185,0.2587832,0.7189656,0.09922749,0.05653557
139,2012-07-22,2012,07,22,0.10501424,0.0069557275,0.16666666666666666,1.0986342,0.6025883,0.6152452,0.24905546,0.073378064
140,2012-07-23,2012,07,23,,,0.047619047619047616,,,,,
141,2012-07-24,2012,07,24,,,0.0,,,,,
142,2012-07-25,2012,07,25,0.08761037,0.02048758,2.3095238095238093,1.3609414,0.25993678,0.72882843,0.09793976,0.056858055
143,2012-07-26,2012,07,26,0.092484035,0.01556513,2.4285714285714284,1.4087391,0.20805599,0.74800473,0.07573505,0.058923703
144,2012-07-27,2012,07,27,0.08024457,0.01071852,0.5952380952380952,1.4495776,0.1930305,0.7595645,0.07329678,0.050014976
145,2012-07-28,2012,07,28,,,0.023809523809523808,,,,,
146,2012-07-29,2012,07,29,,,0.0,,,,,
147,2012-07-30,2012,07,30,,,0.0,,,,,
148,2012-07-31,2012,07,31,0.13629237,0.020298751,0.5,1.229085,0.2632668,0.68410015,0.10185307,0.09141351
149,2012-08-01,2012,08,01,0.09287164,0.014761986,5.071428571428571,1.3825629,0.23697458,0.735392,0.09509544,0.05880215
150,2012-08-02,2012,08,02,0.18214862,0.04213202,0.14285714285714285,1.7352287,0.19588108,0.8775613,0.08507777,0.10236334
151,2012-08-03,2012,08,03,,,0.0,,,,,
152,2012-08-04,2012,08,04,0.13556437,0.018964304,0.2857142857142857,1.1095201,0.03696378,0.6286123,0.017278822,0.09788133
153,2012-08-05,2012,08,05,0.07365609,0.016340535,0.6428571428571429,1.4516493,0.23366179,0.7621646,0.08683479,0.046596263
154,2012-08-06,2012,08,06,,,0.07142857142857142,,,,,
155,2012-08-07,2012,08,07,0.17518625,0.031298403,26.38095238095238,0.15746354,0.15642263,0.18017149,0.09813963,0.16301115
156,2012-08-08,2012,08,08,0.18155554,0.037429266,8.261904761904763,-0.050775908,0.040005602,0.038111303,0.032816637,0.17869408
157,2012-08-09,2012,08,09,,,0.0,,,,,
158,2012-08-10,2012,08,10,,,0.0,,,,,
159,2012-08-11,2012,08,11,,,0.0,,,,,
160,2012-08-12,2012,08,12,0.12271423,0.008223139,2.5476190476190474,0.5266263,0.13214192,0.38918677,0.06666389,0.10030457
161,2012-08-13,2012,08,13,,,0.0,,,,,
162,2012-08-14,2012,08,14,0.09778901,0.0029027294,0.2857142857142857,1.1227193,0.09353008,0.6494853,0.034867086,0.0668316
163,2012-08-15,2012,08,15,0.2363025,0.024916695,4.785714285714286,0.8195633,0.17030638,0.51698434,0.08667126,0.17698476
164,2012-08-16,2012,08,16,0.20098123,0.014854863,1.9047619047619047,1.0321431,0.18076375,0.60840607,0.0758186,0.14335196
165,2012-08-17,2012,08,17,0.16092451,0.02949898,2.4285714285714284,1.1014645,0.4052811,0.6145385,0.1821426,0.112386174
166,2012-08-18,2012,08,18,0.15518081,0.026578596,19.452380952380953,0.7368619,0.21629275,0.44970632,0.114873864,0.12564468
167,2012-08-19,2012,08,19,,,0.023809523809523808,,,,,
168,2012-08-20,2012,08,20,,,0.023809523809523808,,,,,
169,2012-08-21,2012,08,21,0.12840635,0.016461777,0.5714285714285714,1.0507822,0.18694048,0.6197817,0.07224216,0.09048117
170,2012-08-22,2012,08,22,0.100108966,0.0039870935,0.19047619047619047,0.81678295,0.12303749,0.5254136,0.054607306,0.07536753
171,2012-08-23,2012,08,23,0.12064014,0.007148369,0.6666666666666666,0.8084438,0.16916302,0.5191512,0.07583445,0.09004749
172,2012-08-24,2012,08,24,,,0.0,,,,,
173,2012-08-25,2012,08,25,,,0.0,,,,,
174,2012-08-26,2012,08,26,,,0.09523809523809523,,,,,
175,2012-08-27,2012,08,27,0.12006694,0.010630999,3.4047619047619047,0.70349777,0.20580038,0.45606828,0.09967365,0.094943784
176,2012-08-28,2012,08,28,0.06965973,0.016687946,14.452380952380953,0.88551944,0.33063725,0.5236731,0.1529211,0.05455836
177,2012-08-29,2012,08,29,0.09611435,0.016275998,83.35714285714286,0.2039419,0.12905262,0.2113752,0.07385589,0.08748227
178,2012-08-30,2012,08,30,,,0.0,,,,,
179,2012-08-31,2012,08,31,0.13963921,0.017169416,0.6428571428571429,0.90718865,0.10947542,0.56370324,0.045181174,0.10202162
180,2012-09-01,2012,09,01,0.118734784,0.030687371,32.095238095238095,0.53380847,0.2973205,0.37640437,0.14114094,0.100539945
181,2012-09-02,2012,09,02,0.1488915,0.018621836,33.476190476190474,0.34453544,0.11366961,0.29143003,0.06216672,0.13118303
182,2012-09-03,2012,09,03,0.19062069,0.02547535,1.3095238095238095,0.32654786,0.26200783,0.28124887,0.13974085,0.16744527
183,2012-09-04,2012,09,04,0.2130379,0.052122522,11.19047619047619,0.09619521,0.14724576,0.14815693,0.09262166,0.20191841
184,2012-09-05,2012,09,05,0.2515623,0.04209421,0.09523809523809523,1.278904,0.33862835,0.69016737,0.1420239,0.1660477
185,2012-09-06,2012,09,06,0.17115313,0.019573465,1.619047619047619,0.72363317,0.16688357,0.48014706,0.07802918,0.13266222
186,2012-09-07,2012,09,07,0.083729446,0.01155924,9.357142857142858,1.0744753,0.27033782,0.6113645,0.11145859,0.060439676
187,2012-09-08,2012,09,08,0.05795406,0.0113347145,12.047619047619047,1.0785939,0.2723299,0.6165639,0.12075772,0.041126356
188,2012-09-09,2012,09,09,0.09345434,0.010009439,9.666666666666666,0.46204004,0.17768452,0.34664732,0.0890076,0.07879584
189,2012-09-10,2012,09,10,,,0.047619047619047616,,,,,
190,2012-09-11,2012,09,11,0.09656461,0.009309768,0.4523809523809524,0.98400426,0.16261612,0.5933321,0.06630864,0.06896052
191,2012-09-12,2012,09,12,0.118795,0.010574468,0.21428571428571427,1.5564369,9.233912e-08,0.7999,0.0,0.071780644
192,2012-09-13,2012,09,13,0.124549665,0.007588528,0.30952380952380953,0.6865238,0.069449775,0.46836367,0.03227768,0.096595064
193,2012-09-14,2012,09,14,0.11148719,0.007954081,2.8095238095238093,0.26613837,0.15795353,0.2524648,0.089260295,0.09914341
194,2012-09-15,2012,09,15,,,0.0,,,,,
195,2012-09-16,2012,09,16,0.1280025,0.013112742,0.21428571428571427,1.1566217,0.18343398,0.66046757,0.070203915,0.08716345
196,2012-09-17,2012,09,17,0.20967242,0.0072858706,0.6190476190476191,0.55239785,0.07671516,0.40399683,0.03734579,0.17044
197,2012-09-18,2012,09,18,0.14829002,0.018319806,1.4761904761904763,0.37956798,0.13186292,0.3149902,0.07094341,0.1276124
198,2012-09-19,2012,09,19,0.08245729,0.009785518,0.3333333333333333,0.3600302,0.1822389,0.290303,0.09680566,0.07087115
199,2012-09-20,2012,09,20,0.113479264,0.0076166564,0.6666666666666666,0.5324349,0.1580262,0.39158067,0.08102888,0.09300934
200,2012-09-21,2012,09,21,,,0.0,,,,,
201,2012-09-22,2012,09,22,0.20805924,0.016503472,0.5238095238095238,0.589062,0.08578991,0.41754255,0.039536115,0.16640136
202,2012-09-23,2012,09,23,0.117736764,0.016467758,7.476190476190476,1.0997672,0.13773127,0.61721426,0.057053402,0.083211266
203,2012-09-24,2012,09,24,0.09550371,0.013506127,1.8571428571428572,1.3041557,0.1683824,0.706298,0.067708954,0.06287476
204,2012-09-25,2012,09,25,0.1220395,0.012376331,0.5238095238095238,1.0507866,0.10967339,0.60552126,0.0459737,0.08907699
205,2012-09-26,2012,09,26,0.15465303,0.010478016,0.23809523809523808,1.8081388,0.02334164,0.8971242,0.006262882,0.08349877
206,2012-09-27,2012,09,27,,,0.0,,,,,
207,2012-09-28,2012,09,28,0.13620405,0.020680925,1.3333333333333333,0.54458207,0.13501985,0.39601544,0.06770163,0.111283526
208,2012-09-29,2012,09,29,0.06748463,0.010064062,149.61904761904762,0.7156459,0.21025795,0.47149232,0.09884429,0.053059477
209,2012-09-30,2012,09,30,0.07040002,0.015667522,162.97619047619048,0.6032873,0.2614711,0.40810853,0.13078807,0.05881261
210,2012-10-01,2012,10,01,0.13967527,0.030293232,50.04761904761905,0.3210561,0.1875653,0.25719595,0.10197327,0.1282242
211,2012-10-02,2012,10,02,0.17173453,0.033269424,33.357142857142854,0.18046817,0.13687839,0.19782777,0.080234244,0.16099127
212,2012-10-03,2012,10,03,0.13174734,0.02806475,101.28571428571429,0.28953162,0.15323666,0.25934133,0.08672714,0.11888681
213,2012-10-04,2012,10,04,0.11843417,0.016554493,7.5,0.9376607,0.13698456,0.5625704,0.059226602,0.08679111
214,2012-10-05,2012,10,05,0.087004244,0.012139585,5.333333333333333,0.77989763,0.3603816,0.482522,0.16823931,0.06688815
215,2012-10-06,2012,10,06,0.09577134,0.037234396,6.523809523809524,0.9774956,0.27335015,0.5695431,0.11831296,0.07350063
216,2012-10-07,2012,10,07,0.08152528,0.020445857,69.33333333333333,0.76206124,0.27146998,0.4762719,0.11873668,0.067841716
217,2012-10-08,2012,10,08,0.048730485,0.015374456,152.38095238095238,0.572323,0.28498966,0.3966804,0.13507201,0.041581977
218,2012-10-09,2012,10,09,0.04952482,0.014730016,183.52380952380952,0.69609624,0.38422105,0.44982666,0.17878118,0.04039177
219,2012-10-10,2012,10,10,0.06398431,0.011377682,105.07142857142857,0.81379414,0.24725375,0.51462734,0.112184666,0.048518047
220,2012-10-11,2012,10,11,0.07906525,0.010560373,134.73809523809524,0.6239764,0.15395692,0.42963627,0.07115256,0.0630195
221,2012-10-12,2012,10,12,0.12532166,0.029126296,73.52380952380952,0.6959811,0.23482059,0.45981392,0.10609763,0.10023709
222,2012-10-13,2012,10,13,0.071052454,0.013934851,75.16666666666667,0.7753677,0.23206255,0.4980911,0.10525525,0.055258423
223,2012-10-14,2012,10,14,0.059846748,0.012443452,7.738095238095238,0.78406984,0.33826998,0.49788463,0.15519154,0.046213083
224,2012-10-15,2012,10,15,0.044871286,0.00924384,0.9761904761904762,1.3163327,0.28954732,0.7134264,0.11605039,0.029265318
225,2012-10-16,2012,10,16,0.18877886,0.016715404,0.21428571428571427,0.23630913,0.09132491,0.23919329,0.050884698,0.16937259
226,2012-10-17,2012,10,17,0.21915917,0.033033494,8.047619047619047,0.03589213,0.057481818,0.11249815,0.04516383,0.21057495
227,2012-10-18,2012,10,18,0.18090695,0.02170213,12.80952380952381,0.47931364,0.15613729,0.36187208,0.07684858,0.15257722
228,2012-10-19,2012,10,19,0.11126519,0.025121005,25.476190476190474,0.67972255,0.22373018,0.45284992,0.10304875,0.089902654
229,2012-10-20,2012,10,20,0.08796925,0.011276394,25.952380952380953,0.99900365,0.2595752,0.5892729,0.11149473,0.06360575
230,2012-10-21,2012,10,21,0.09453484,0.01966675,31.80952380952381,0.8443091,0.22729984,0.50245386,0.105468705,0.075390965
231,2012-10-22,2012,10,22,0.07757793,0.024839945,63.92857142857143,0.8493233,0.3209216,0.5185557,0.14052504,0.06173187
232,2012-10-23,2012,10,23,0.09431082,0.036291495,72.76190476190476,0.64331234,0.2693689,0.43031088,0.12612519,0.07846567
233,2012-10-24,2012,10,24,0.06670171,0.011391956,99.26190476190476,0.33763644,0.11950642,0.28856838,0.06313396,0.058534935
234,2012-10-25,2012,10,25,0.064319864,0.013736956,259.8095238095238,0.119759694,0.098754786,0.166941,0.053477373,0.060789756
